MPN	SE_NAME	COM_ID	COM_PARTNUM	se_manname	Scrubbing_Status
4321	Adafruit Industries	55337999	4321	"Bolt Depot, Inc"	Need Scrubbing
4321	Adafruit Industries	52803444	4321	"Visual Communications Company, LLC"	Need Scrubbing
4321	Adafruit Industries	37941316	4321	ABB Installation Products, Inc	Need Scrubbing
4321	Adafruit Industries	16012019	4321	CML Innovative Technologies	Need Scrubbing
4321	Adafruit Industries	76601059	4321	Bruel & Kjaer Sound & Vibration Measurement A/S	Need Scrubbing
4321	Adafruit Industries	409235504	4321	80/20 Inc	Need Scrubbing
4321	Adafruit Industries	414366374	4321	Bals Elektrotechnik GmbH & Co. KG	Need Scrubbing
4356	Adafruit Industries	15945901	4356	CML Innovative Technologies	Need Scrubbing
4356	Adafruit Industries	37941321	4356	"ABB Installation Products, Inc"	Need Scrubbing
4356	Adafruit Industries	37941321	4356	ABB Installation Products, Inc	Need Scrubbing
4356	Adafruit Industries	63857953	4356	Heyco Products	Need Scrubbing
4356	Adafruit Industries	52803450	4356	"Visual Communications Company, LLC"	Need Scrubbing
4356	Adafruit Industries	414366197	4356	Bals Elektrotechnik GmbH & Co. KG	Need Scrubbing
4356	Adafruit Industries	409217696	4356	80/20 Inc	Need Scrubbing
4389	Adafruit Industries	405510998	4389	Abbatron	Need Scrubbing
4396	Adafruit Industries	74829167	4396	80/20 Inc	Need Scrubbing
4396	Adafruit Industries	82186820	4396	Abbatron	Need Scrubbing
4396	Adafruit Industries	20904880	4396	Rittal Inc	Need Scrubbing
4322	Adafruit Industries	21316239	4322	Keystone Electronics Corp	Need Scrubbing
4322	Adafruit Industries	414366393	4322	Bals Elektrotechnik GmbH & Co. KG	Need Scrubbing
4322	Adafruit Industries	16081745	4322	CML Innovative Technologies	Need Scrubbing
4322	Adafruit Industries	62170124	4322	Heyco Products	Need Scrubbing
4322	Adafruit Industries	52803441	4322	"Visual Communications Company, LLC"	Need Scrubbing
4322	Adafruit Industries	424088330	4322	Berker	Need Scrubbing
4322	Adafruit Industries	55338001	4322	"Bolt Depot, Inc"	Need Scrubbing
4383	Adafruit Industries	405510995	4383	Abbatron	Need Scrubbing
4392	Adafruit Industries	37941324	4392	ABB Installation Products, Inc	Need Scrubbing
4392	Adafruit Industries	409217728	4392	80/20 Inc	Need Scrubbing
4392	Adafruit Industries	32991216	4392	Keystone Electronics Corp	Need Scrubbing
4392	Adafruit Industries	405511000	4392	Abbatron	Need Scrubbing
4392	Adafruit Industries	31035709	4392	ebm-papst	Need Scrubbing
4392	Adafruit Industries	37941324	4392	"ABB Installation Products, Inc"	Need Scrubbing
4520	Adafruit Industries	37941347	4520	ABB Installation Products, Inc	Need Scrubbing
4520	Adafruit Industries	424975461	4520	SCHWEITZER ENGINEERING LABORATORIES	Need Scrubbing
4520	Adafruit Industries	404318458	4520	Morton Machine Works	Need Scrubbing
4520	Adafruit Industries	37941347	4520	"ABB Installation Products, Inc"	Need Scrubbing
4520	Adafruit Industries	34457785	4520	RAF Electronic Hardware	Need Scrubbing
4520	Adafruit Industries	30495243	4520	Eaton	Need Scrubbing
4400	Adafruit Industries	405511005	4400	Abbatron	Need Scrubbing
4400	Adafruit Industries	88045287	4400	"ABB Installation Products, Inc"	Need Scrubbing
4400	Adafruit Industries	88045287	4400	ABB Installation Products, Inc	Need Scrubbing
4400	Adafruit Industries	22718683	4400	Amphenol	Need Scrubbing
4479	Adafruit Industries	37941335	4479	ABB Installation Products, Inc	Need Scrubbing
4479	Adafruit Industries	34768328	4479	Unicorp	Need Scrubbing
4479	Adafruit Industries	67507925	4479	Heyco Products	Need Scrubbing
4479	Adafruit Industries	37941335	4479	"ABB Installation Products, Inc"	Need Scrubbing
4456	Adafruit Industries	66887929	4456	Heyco Products	Need Scrubbing
4456	Adafruit Industries	20870260	4456	APEM	Need Scrubbing
4456	Adafruit Industries	34768305	4456	Unicorp	Need Scrubbing
4464	Adafruit Industries	36500143	4464	3M	Need Scrubbing
4464	Adafruit Industries	66887947	4464	Heyco Products	Need Scrubbing
4464	Adafruit Industries	34768313	4464	Unicorp	Need Scrubbing
4466	Adafruit Industries	64328020	4466	"ABB Installation Products, Inc"	Need Scrubbing
4466	Adafruit Industries	64328020	4466	ABB Installation Products, Inc	Need Scrubbing
4466	Adafruit Industries	34768315	4466	Unicorp	Need Scrubbing
4473	Adafruit Industries	32987982	4473	Keystone Electronics Corp	Need Scrubbing
4473	Adafruit Industries	67507919	4473	Heyco Products	Need Scrubbing
4473	Adafruit Industries	34768322	4473	Unicorp	Need Scrubbing
4473	Adafruit Industries	79115445	4473	Zultner	Need Scrubbing
4451	Adafruit Industries	34768300	4451	Unicorp	Need Scrubbing
4451	Adafruit Industries	41212042	4451	Panacol-Elosol	Need Scrubbing
4451	Adafruit Industries	20870259	4451	APEM	Need Scrubbing
4451	Adafruit Industries	410072728	4451	80/20 Inc	Need Scrubbing
4451	Adafruit Industries	66887912	4451	Heyco Products	Need Scrubbing
4451	Adafruit Industries	14576175	4451	Comus International	Need Scrubbing
4474	Adafruit Industries	32987983	4474	Keystone Electronics Corp	Need Scrubbing
4474	Adafruit Industries	67507920	4474	Heyco Products	Need Scrubbing
4474	Adafruit Industries	425569563	4474	Festo AG & Co. KG	Need Scrubbing
4474	Adafruit Industries	34768323	4474	Unicorp	Need Scrubbing
4446	Adafruit Industries	34768295	4446	Unicorp	Need Scrubbing
4446	Adafruit Industries	421913481	4446	Festo AG & Co. KG	Need Scrubbing
4446	Adafruit Industries	62729095	4446	"ABB Installation Products, Inc"	Need Scrubbing
4446	Adafruit Industries	62729095	4446	ABB Installation Products, Inc	Need Scrubbing
4458	Adafruit Industries	66887934	4458	Heyco Products	Need Scrubbing
4458	Adafruit Industries	34768307	4458	Unicorp	Need Scrubbing
4403	Adafruit Industries	406589825	4403	Schneider Electric	Need Scrubbing
4403	Adafruit Industries	405511007	4403	Abbatron	Need Scrubbing
4403	Adafruit Industries	404318566	4403	Morton Machine Works	Need Scrubbing
4403	Adafruit Industries	42175482	4403	ABB Installation Products, Inc	Need Scrubbing
4403	Adafruit Industries	34672378	4403	Unicorp	Need Scrubbing
4403	Adafruit Industries	27252899	4403	Keystone Electronics Corp	Need Scrubbing
4403	Adafruit Industries	409217742	4403	80/20 Inc	Need Scrubbing
4403	Adafruit Industries	42175482	4403	"ABB Installation Products, Inc"	Need Scrubbing
4364	Adafruit Industries	20904934	4364	Rittal Inc	Need Scrubbing
4364	Adafruit Industries	414366242	4364	Bals Elektrotechnik GmbH & Co. KG	Need Scrubbing
4364	Adafruit Industries	409235513	4364	80/20 Inc	Need Scrubbing
4364	Adafruit Industries	44819560	4364	Consolidated Electronic Wire & Cable	Need Scrubbing
4232	Adafruit Industries	37944131	4232	"ABB Installation Products, Inc"	Need Scrubbing
4232	Adafruit Industries	417956249	4232	Bals Elektrotechnik GmbH & Co. KG	Need Scrubbing
4232	Adafruit Industries	71578857	4232	Heyco Products	Need Scrubbing
4232	Adafruit Industries	37944131	4232	ABB Installation Products, Inc	Need Scrubbing
4223	Adafruit Industries	71578844	4223	Heyco Products	Need Scrubbing
